Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,3.674107074737549,3.5535714626312256,3.6049106121063232,3.671875,40952800.0,2.476151466369629
2000-01-03,4.017857074737549,3.6316964626312256,3.7455356121063232,3.997767925262451,133949200.0,2.6959195137023926
2000-01-04,3.950892925262451,3.6138393878936768,3.8660714626312256,3.6607143878936768,128094400.0,2.468625545501709
2000-01-05,3.9486606121063232,3.6785714626312256,3.705357074737549,3.7142856121063232,194580400.0,2.504751205444336
2000-01-06,3.8214285373687744,3.392857074737549,3.7901785373687744,3.392857074737549,191993200.0,2.287993907928467
2000-01-07,3.607142925262451,3.4107143878936768,3.4464285373687744,3.5535714626312256,115183600.0,2.3963725566864014
2000-01-10,3.6517856121063232,3.3839285373687744,3.642857074737549,3.4910714626312256,126266000.0,2.3542256355285645
2000-01-11,3.549107074737549,3.232142925262451,3.4263393878936768,3.3125,110387200.0,2.2338051795959473
2000-01-12,3.4107143878936768,3.0892856121063232,3.392857074737549,3.1138393878936768,244017200.0,2.099836826324463
2000-01-13,3.5267856121063232,3.3035714626312256,3.374439239501953,3.455357074737549,258171200.0,2.330141067504883
2000-01-14,3.6517856121063232,3.549107074737549,3.5714285373687744,3.5870535373687744,97594000.0,2.4189512729644775
2000-01-18,3.7857143878936768,3.5870535373687744,3.607142925262451,3.7120535373687744,114794400.0,2.5032460689544678
2000-01-19,3.8839285373687744,3.6919643878936768,3.7723214626312256,3.8058035373687744,149410800.0,2.566467523574829
2000-01-20,4.339285850524902,4.0535712242126465,4.125,4.0535712242126465,457783200.0,2.733550548553467
2000-01-21,4.080357074737549,3.935267925262451,4.080357074737549,3.9754464626312256,123981200.0,2.6808671951293945
2000-01-24,4.026785850524902,3.7544643878936768,3.872767925262451,3.794642925262451,110219200.0,2.558940887451172
2000-01-25,4.0401787757873535,3.65625,3.75,4.0089287757873535,124286400.0,2.7034456729888916
2000-01-26,4.078125,3.919642925262451,3.9285714626312256,3.935267925262451,91789600.0,2.6537723541259766
2000-01-27,4.035714149475098,3.8214285373687744,3.8861606121063232,3.9285714626312256,85036000.0,2.6492559909820557
2000-01-28,3.9598214626312256,3.59375,3.8638393878936768,3.6294643878936768,105837200.0,2.447551727294922
2000-01-31,3.7098214626312256,3.375,3.607142925262451,3.705357074737549,175420000.0,2.4987306594848633
2000-02-01,3.75,3.5714285373687744,3.7142856121063232,3.580357074737549,79508800.0,2.414435625076294
2000-02-02,3.6473214626312256,3.4642856121063232,3.5982143878936768,3.529017925262451,116048800.0,2.379814863204956
2000-02-03,3.7232143878936768,3.580357074737549,3.5825893878936768,3.689732074737549,118798400.0,2.4881935119628906
2000-02-04,3.9285714626312256,3.700892925262451,3.7120535373687744,3.857142925262451,106330000.0,2.601088285446167
2000-02-07,4.080357074737549,3.783482074737549,3.857142925262451,4.073660850524902,110266800.0,2.747098445892334
2000-02-08,4.1473212242126465,3.9732143878936768,4.0714287757873535,4.1026787757873535,102160800.0,2.766666889190674
2000-02-09,4.183035850524902,4.015625,4.075892925262451,4.0223212242126465,74841200.0,2.712477445602417
2000-02-10,4.066964149475098,3.9285714626312256,4.03125,4.0535712242126465,75745600.0,2.733550548553467
2000-02-11,4.075892925262451,3.8660714626312256,4.058035850524902,3.8839285373687744,53062800.0,2.6191508769989014
2000-02-14,4.138392925262451,3.8794643878936768,3.904017925262451,4.136160850524902,91884800.0,2.789245367050171
2000-02-15,4.283482074737549,4.113839149475098,4.1160712242126465,4.25,121436000.0,2.866013765335083
2000-02-16,4.21875,4.004464149475098,4.205357074737549,4.075892925262451,94561600.0,2.748603343963623
2000-02-17,4.125,4.0401787757873535,4.113839149475098,4.1026787757873535,72374400.0,2.766666889190674
2000-02-18,4.120535850524902,3.9598214626312256,4.09375,3.9732143878936768,58360400.0,2.6793618202209473
2000-02-22,4.176339149475098,3.810267925262451,3.9330356121063232,4.064732074737549,105574000.0,2.741077423095703
